trader_name,phone_numbers,stock_symbol,stock_name,exchange,market_cap,trans_date,trans_type,price_usd
Mill Muriel,973-539-3714,IMOS,ChipMOS TECHNOLOGIES INC.,NASDAQ,$899.86M,4/22/2019,SELL,21.192
Mill Muriel,973-539-3714,IMOS,ChipMOS TECHNOLOGIES INC.,NASDAQ,$899.86M,4/23/2019,SELL,21.408
Mill Muriel,973-539-3714,IMOS,ChipMOS TECHNOLOGIES INC.,NASDAQ,$899.86M,4/24/2019,BUY,20.976
Mill Muriel,973-539-3714,IMOS,ChipMOS TECHNOLOGIES INC.,NASDAQ,$899.86M,4/25/2019,BUY,20.916
Mill Muriel,973-539-3714,IMOS,ChipMOS TECHNOLOGIES INC.,NASDAQ,$899.86M,4/26/2019,BUY,20.88
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/6/2019,BUY,15.024
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/7/2019,SELL,13.98
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/8/2019,SELL,13.224
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/11/2019,SELL,13.524
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/12/2019,BUY,13.944
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/13/2019,SELL,14.304
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/14/2019,BUY,14.616
Lizzy Moberley,787-247-7340,CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,$1.23B,2/15/2019,BUY,15.216
Danice Milesop,467-960-1149*519-417-5870,BSX,Boston Scientific Corporation,NYSE,$38B,3/20/2019,BUY,45.432
Danice Milesop,467-960-1149*519-417-5870,BSX,Boston Scientific Corporation,NYSE,$38B,3/21/2019,BUY,45.78
Danice Milesop,467-960-1149*519-417-5870,BSX,Boston Scientific Corporation,NYSE,$38B,3/22/2019,SELL,44.76
Danice Milesop,467-960-1149*519-417-5870,BSX,Boston Scientific Corporation,NYSE,$38B,3/25/2019,BUY,45.168
Danice Milesop,467-960-1149*519-417-5870,BSX,Boston Scientific Corporation,NYSE,$38B,3/26/2019,BUY,45.408
Stacee Brugsma,500-757-3698*917-901-0477,SLGN,Silgan Holdings Inc.,NASDAQ,$3.49B,3/25/2019,SELL,34.992
Stacee Brugsma,500-757-3698*917-901-0477,SLGN,Silgan Holdings Inc.,NASDAQ,$3.49B,3/26/2019,SELL,35.244
Stacee Brugsma,500-757-3698*917-901-0477,SLGN,Silgan Holdings Inc.,NASDAQ,$3.49B,3/27/2019,BUY,35.364
Stacee Brugsma,500-757-3698*917-901-0477,SLGN,Silgan Holdings Inc.,NASDAQ,$3.49B,3/28/2019,BUY,35.34
Stacee Brugsma,500-757-3698*917-901-0477,SLGN,Silgan Holdings Inc.,NASDAQ,$3.49B,3/29/2019,BUY,35.556
Abeu Dairton,977-213-8808,FMCIU,Forum Merger Corporation,NASDAQ,,4/17/2019,BUY,12.48
Abeu Dairton,977-213-8808,FMCIU,Forum Merger Corporation,NASDAQ,,4/18/2019,SELL,12.48
Abeu Dairton,977-213-8808,FMCIU,Forum Merger Corporation,NASDAQ,,4/22/2019,SELL,12.48
Alaine Willingale,339-630-2565*625-628-7551,EZPW,"EZCORP, Inc.",NASDAQ,$491.34M,4/15/2019,SELL,12.648
Alaine Willingale,339-630-2565*625-628-7551,EZPW,"EZCORP, Inc.",NASDAQ,$491.34M,4/16/2019,SELL,12.852
Alaine Willingale,339-630-2565*625-628-7551,EZPW,"EZCORP, Inc.",NASDAQ,$491.34M,4/17/2019,SELL,12.9
Alaine Willingale,339-630-2565*625-628-7551,EZPW,"EZCORP, Inc.",NASDAQ,$491.34M,4/18/2019,BUY,12.912
Garrek Cholwell,806-631-6192*836-154-1187,ESS,"Essex Property Trust, Inc.",NYSE,$17.47B,1/7/2019,BUY,287.148
Garrek Cholwell,806-631-6192*836-154-1187,ESS,"Essex Property Trust, Inc.",NYSE,$17.47B,1/8/2019,SELL,294.324
Garrek Cholwell,806-631-6192*836-154-1187,ESS,"Essex Property Trust, Inc.",NYSE,$17.47B,1/9/2019,BUY,294.072
Garrek Cholwell,806-631-6192*836-154-1187,ESS,"Essex Property Trust, Inc.",NYSE,$17.47B,1/10/2019,SELL,298.416
Alejandrina Cod,883-595-8708*278-503-3603,HF,"HFF, Inc.",NYSE,$1.28B,5/21/2019,SELL,53.112
Alejandrina Cod,883-595-8708*278-503-3603,HF,"HFF, Inc.",NYSE,$1.28B,5/22/2019,SELL,52.776
Alejandrina Cod,883-595-8708*278-503-3603,HF,"HFF, Inc.",NYSE,$1.28B,5/23/2019,SELL,52.608
Alejandrina Cod,883-595-8708*278-503-3603,HF,"HFF, Inc.",NYSE,$1.28B,5/24/2019,SELL,53.16
Jane Pepi,728-289-6710*137-566-7396,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,4/12/2019,SELL,3.48
Jane Pepi,728-289-6710*137-566-7396,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,4/15/2019,BUY,3.324
Jane Pepi,728-289-6710*137-566-7396,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,4/16/2019,BUY,3.108
Jane Pepi,728-289-6710*137-566-7396,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,4/17/2019,BUY,3.168
Jane Pepi,728-289-6710*137-566-7396,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,4/18/2019,SELL,3.048
Debra Fladgate,822-624-6312*417-373-9570,UPL,Ultra Petroleum Corp.,NASDAQ,$2.27B,6/10/2019,BUY,0.4656
Debra Fladgate,822-624-6312*417-373-9570,UPL,Ultra Petroleum Corp.,NASDAQ,$2.27B,6/11/2019,BUY,0.4464
Debra Fladgate,822-624-6312*417-373-9570,UPL,Ultra Petroleum Corp.,NASDAQ,$2.27B,6/12/2019,SELL,0.4068
Debra Fladgate,822-624-6312*417-373-9570,UPL,Ultra Petroleum Corp.,NASDAQ,$2.27B,6/13/2019,SELL,0.438
Debra Fladgate,822-624-6312*417-373-9570,UPL,Ultra Petroleum Corp.,NASDAQ,$2.27B,6/14/2019,BUY,0.408
Hildagard McGee,663-863-1691*868-726-8825,CRT,Cross Timbers Royalty Trust,NYSE,$92.4M,5/1/2019,BUY,14.544
Hildagard McGee,663-863-1691*868-726-8825,CRT,Cross Timbers Royalty Trust,NYSE,$92.4M,5/2/2019,BUY,14.412
Hildagard McGee,663-863-1691*868-726-8825,CRT,Cross Timbers Royalty Trust,NYSE,$92.4M,5/3/2019,BUY,14.784
Veradis Arnholdt,665-866-2771,IMMU,"Immunomedics, Inc.",NASDAQ,$825.03M,5/7/2019,SELL,16.992
Veradis Arnholdt,665-866-2771,IMMU,"Immunomedics, Inc.",NASDAQ,$825.03M,5/8/2019,SELL,17.4
Veradis Arnholdt,665-866-2771,IMMU,"Immunomedics, Inc.",NASDAQ,$825.03M,5/9/2019,BUY,17.184
Veradis Arnholdt,665-866-2771,IMMU,"Immunomedics, Inc.",NASDAQ,$825.03M,5/10/2019,SELL,18.288
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/4/2019,SELL,16.764
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/5/2019,SELL,16.86
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/6/2019,BUY,16.764
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/7/2019,SELL,16.668
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/8/2019,BUY,16.74
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/11/2019,BUY,16.656
Donielle Brameld,955-974-4931,NMFC,New Mountain Finance Corporation,NYSE,$1.09B,2/12/2019,SELL,16.404
Candace Dwine,577-272-4724,FUL,H. B. Fuller Company,NYSE,$2.64B,2/4/2019,BUY,58.944
Candace Dwine,577-272-4724,FUL,H. B. Fuller Company,NYSE,$2.64B,2/5/2019,BUY,59.724
Candace Dwine,577-272-4724,FUL,H. B. Fuller Company,NYSE,$2.64B,2/6/2019,BUY,58.596
Candace Dwine,577-272-4724,FUL,H. B. Fuller Company,NYSE,$2.64B,2/7/2019,SELL,56.76
Candace Dwine,577-272-4724,FUL,H. B. Fuller Company,NYSE,$2.64B,2/8/2019,BUY,56.388
Kimbra Aires,744-691-5144*553-309-4313,TRIB,Trinity Biotech plc,NASDAQ,$142.56M,6/5/2019,SELL,2.22
Kimbra Aires,744-691-5144*553-309-4313,TRIB,Trinity Biotech plc,NASDAQ,$142.56M,6/6/2019,BUY,2.256
Kimbra Aires,744-691-5144*553-309-4313,TRIB,Trinity Biotech plc,NASDAQ,$142.56M,6/7/2019,SELL,2.304
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/3/2019,BUY,25.728
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/4/2019,BUY,26.256
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/5/2019,SELL,25.68
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/6/2019,SELL,26.088
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/7/2019,SELL,26.016
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/10/2019,BUY,26.94
Addison Pankhurst.,159-665-8554*916-768-8527,MXL,"MaxLinear, Inc",NYSE,$1.82B,6/11/2019,SELL,26.556
Abram Alldridge,648-293-6455,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,$85.5M,1/28/2019,SELL,10.992
Abram Alldridge,648-293-6455,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,$85.5M,1/29/2019,SELL,11.112
Abram Alldridge,648-293-6455,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,$85.5M,1/30/2019,BUY,11.184
Abram Alldridge,648-293-6455,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,$85.5M,1/31/2019,SELL,11.388
Abram Alldridge,648-293-6455,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,$85.5M,2/1/2019,SELL,11.4
Abram Alldridge,648-293-6455,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,$85.5M,2/4/2019,SELL,11.388
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/6/2019,SELL,16.212
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/7/2019,SELL,16.248
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/8/2019,BUY,16.26
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/9/2019,SELL,15.9
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/10/2019,SELL,16.092
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/13/2019,SELL,16.068
Baird Fuxman,366-870-3200*964-991-5631,AVNW,"Aviat Networks, Inc.",NASDAQ,$93.71M,5/14/2019,BUY,15.984
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/11/2019,BUY,24.492
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/12/2019,BUY,24.66
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/13/2019,SELL,24.984
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/14/2019,SELL,24.636
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/17/2019,BUY,23.568
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/18/2019,BUY,23.568
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/19/2019,BUY,23.568
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/20/2019,SELL,24.18
Herbie Klimmek,757-966-6720*374-265-4873,ECHO,"Echo Global Logistics, Inc.",NASDAQ,$594.58M,6/21/2019,SELL,23.664
Fabien Troop,383-955-0205,LE,"Lands' End, Inc.",NASDAQ,$520.48M,2/20/2019,BUY,21.06
Fabien Troop,383-955-0205,LE,"Lands' End, Inc.",NASDAQ,$520.48M,2/21/2019,BUY,20.664
Fabien Troop,383-955-0205,LE,"Lands' End, Inc.",NASDAQ,$520.48M,2/22/2019,BUY,21.06
Fabien Troop,383-955-0205,LE,"Lands' End, Inc.",NASDAQ,$520.48M,2/25/2019,BUY,21.42
Brinn Vize,772-488-4324*949-960-7399,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ,$12M,7/3/2019,SELL,54.444
Brinn Vize,772-488-4324*949-960-7399,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ,$12M,7/5/2019,BUY,54.504
Brinn Vize,772-488-4324*949-960-7399,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ,$12M,7/8/2019,BUY,53.94
Brinn Vize,772-488-4324*949-960-7399,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ,$12M,7/9/2019,BUY,53.988
Alina Winwood,473-476-7784*372-496-8639,RGEN,Repligen Corporation,NASDAQ,$1.3B,2/19/2019,SELL,71.412
Alina Winwood,473-476-7784*372-496-8639,RGEN,Repligen Corporation,NASDAQ,$1.3B,2/20/2019,BUY,70.8
Alina Winwood,473-476-7784*372-496-8639,RGEN,Repligen Corporation,NASDAQ,$1.3B,2/21/2019,BUY,69.66
Bibby Beeke,415-334-0178*187-365-4495,PCQ,PIMCO California Municipal Income Fund,NYSE,$315.4M,2/22/2019,BUY,20.688
Bibby Beeke,415-334-0178*187-365-4495,PCQ,PIMCO California Municipal Income Fund,NYSE,$315.4M,2/25/2019,SELL,20.496
Bibby Beeke,415-334-0178*187-365-4495,PCQ,PIMCO California Municipal Income Fund,NYSE,$315.4M,2/26/2019,BUY,20.688
Bibby Beeke,415-334-0178*187-365-4495,PCQ,PIMCO California Municipal Income Fund,NYSE,$315.4M,2/27/2019,BUY,20.64
Bibby Beeke,415-334-0178*187-365-4495,PCQ,PIMCO California Municipal Income Fund,NYSE,$315.4M,2/28/2019,BUY,20.64
Bibby Beeke,415-334-0178*187-365-4495,PCQ,PIMCO California Municipal Income Fund,NYSE,$315.4M,3/1/2019,SELL,20.676
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/6/2019,SELL,10.584
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/7/2019,SELL,10.596
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/8/2019,BUY,10.596
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/11/2019,SELL,10.548
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/12/2019,SELL,10.56
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/13/2019,SELL,10.584
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/14/2019,SELL,10.548
Rickey Heinreich,241-692-7726,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,2/15/2019,SELL,10.644
Yvor McDonand,466-713-1230*216-967-2797,SWX,"Southwest Gas Holdings, Inc.",NYSE,$3.7B,2/1/2019,SELL,93.732
Yvor McDonand,466-713-1230*216-967-2797,SWX,"Southwest Gas Holdings, Inc.",NYSE,$3.7B,2/4/2019,BUY,93.336
Yvor McDonand,466-713-1230*216-967-2797,SWX,"Southwest Gas Holdings, Inc.",NYSE,$3.7B,2/5/2019,BUY,93.576
Port Gullifant,970-947-2954*491-184-6388,VET,Vermilion Energy Inc.,NYSE,$4.06B,3/1/2019,BUY,30.612
Port Gullifant,970-947-2954*491-184-6388,VET,Vermilion Energy Inc.,NYSE,$4.06B,3/4/2019,SELL,31.62
Port Gullifant,970-947-2954*491-184-6388,VET,Vermilion Energy Inc.,NYSE,$4.06B,3/5/2019,SELL,31.872
Port Gullifant,970-947-2954*491-184-6388,VET,Vermilion Energy Inc.,NYSE,$4.06B,3/6/2019,BUY,31.26
Port Gullifant,970-947-2954*491-184-6388,VET,Vermilion Energy Inc.,NYSE,$4.06B,3/7/2019,SELL,31.08
Arman Waterman,792-785-6186*136-904-2204,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,NASDAQ,$22.73M,5/20/2019,BUY,46.728
Arman Waterman,792-785-6186*136-904-2204,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,NASDAQ,$22.73M,5/21/2019,SELL,47.232
Arman Waterman,792-785-6186*136-904-2204,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,NASDAQ,$22.73M,5/22/2019,BUY,46.632
Arman Waterman,792-785-6186*136-904-2204,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,NASDAQ,$22.73M,5/23/2019,SELL,45.552
Arman Waterman,792-785-6186*136-904-2204,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,NASDAQ,$22.73M,5/24/2019,BUY,45.972
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/19/2019,BUY,32.652
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/20/2019,BUY,32.22
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/21/2019,SELL,32.76
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/22/2019,BUY,32.484
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/25/2019,SELL,33.636
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/26/2019,BUY,34.068
Garey Kilmurry,922-614-0760,BOOT,"Boot Barn Holdings, Inc.",NYSE,$184.25M,3/27/2019,SELL,34.644
Parrnell Shallo,605-140-8036,NC,"NACCO Industries, Inc.",NYSE,$510.83M,7/8/2019,SELL,63.9
Parrnell Shallo,605-140-8036,NC,"NACCO Industries, Inc.",NYSE,$510.83M,7/9/2019,SELL,64.08
Parrnell Shallo,605-140-8036,NC,"NACCO Industries, Inc.",NYSE,$510.83M,7/10/2019,BUY,64.32
Parrnell Shallo,605-140-8036,NC,"NACCO Industries, Inc.",NYSE,$510.83M,7/11/2019,SELL,64.896
Parrnell Shallo,605-140-8036,NC,"NACCO Industries, Inc.",NYSE,$510.83M,7/12/2019,BUY,65.148
Parrnell Shallo,605-140-8036,NC,"NACCO Industries, Inc.",NYSE,$510.83M,7/15/2019,SELL,64.836
Kimmy Carbin,995-206-9493*852-197-5703,SCWX,SecureWorks Corp.,NASDAQ,$749.12M,2/27/2019,BUY,25.992
Kimmy Carbin,995-206-9493*852-197-5703,SCWX,SecureWorks Corp.,NASDAQ,$749.12M,2/28/2019,SELL,26.628
Kimmy Carbin,995-206-9493*852-197-5703,SCWX,SecureWorks Corp.,NASDAQ,$749.12M,3/1/2019,BUY,26.316
Craggie Bruckman,291-780-9741*347-934-6410,DO,"Diamond Offshore Drilling, Inc.",NYSE,$1.61B,1/28/2019,BUY,13.164
Craggie Bruckman,291-780-9741*347-934-6410,DO,"Diamond Offshore Drilling, Inc.",NYSE,$1.61B,1/29/2019,BUY,12.996
Craggie Bruckman,291-780-9741*347-934-6410,DO,"Diamond Offshore Drilling, Inc.",NYSE,$1.61B,1/30/2019,SELL,13.416
Craggie Bruckman,291-780-9741*347-934-6410,DO,"Diamond Offshore Drilling, Inc.",NYSE,$1.61B,1/31/2019,BUY,13.116
Craggie Bruckman,291-780-9741*347-934-6410,DO,"Diamond Offshore Drilling, Inc.",NYSE,$1.61B,2/1/2019,BUY,13.104
Craggie Bruckman,291-780-9741*347-934-6410,DO,"Diamond Offshore Drilling, Inc.",NYSE,$1.61B,2/4/2019,SELL,13.368
Mariska Calcut,218-100-4367*335-968-9242,RMD,ResMed Inc.,NYSE,$10.93B,3/8/2019,BUY,121.2
Mariska Calcut,218-100-4367*335-968-9242,RMD,ResMed Inc.,NYSE,$10.93B,3/11/2019,SELL,121.68
Mariska Calcut,218-100-4367*335-968-9242,RMD,ResMed Inc.,NYSE,$10.93B,3/12/2019,BUY,123.324
Mariska Calcut,218-100-4367*335-968-9242,RMD,ResMed Inc.,NYSE,$10.93B,3/13/2019,SELL,123.156
Mariska Calcut,218-100-4367*335-968-9242,RMD,ResMed Inc.,NYSE,$10.93B,3/14/2019,SELL,121.2
Mariska Calcut,218-100-4367*335-968-9242,RMD,ResMed Inc.,NYSE,$10.93B,3/15/2019,SELL,120.444
Martie Carvil,241-899-7247*363-598-5456,UNB,"Union Bankshares, Inc.",NASDAQ,$207.26M,6/24/2019,BUY,42
Martie Carvil,241-899-7247*363-598-5456,UNB,"Union Bankshares, Inc.",NASDAQ,$207.26M,6/25/2019,BUY,41.628
Martie Carvil,241-899-7247*363-598-5456,UNB,"Union Bankshares, Inc.",NASDAQ,$207.26M,6/26/2019,SELL,41.544
Martie Carvil,241-899-7247*363-598-5456,UNB,"Union Bankshares, Inc.",NASDAQ,$207.26M,6/27/2019,SELL,42.024
Martie Carvil,241-899-7247*363-598-5456,UNB,"Union Bankshares, Inc.",NASDAQ,$207.26M,6/28/2019,BUY,44.412
Hephzibah Mullane,924-423-7442*148-859-1484,MMDM,Modern Media Acquisition Corp.,NASDAQ,,1/16/2019,SELL,12.276
Hephzibah Mullane,924-423-7442*148-859-1484,MMDM,Modern Media Acquisition Corp.,NASDAQ,,1/17/2019,SELL,12.288
Hephzibah Mullane,924-423-7442*148-859-1484,MMDM,Modern Media Acquisition Corp.,NASDAQ,,1/18/2019,SELL,12.288
Joycelin Arkcoll,319-142-5796,TDI,"Telephone and Data Systems, Inc.",NYSE,,7/8/2019,SELL,31.284
Joycelin Arkcoll,319-142-5796,TDI,"Telephone and Data Systems, Inc.",NYSE,,7/9/2019,SELL,31.32
Joycelin Arkcoll,319-142-5796,TDI,"Telephone and Data Systems, Inc.",NYSE,,7/10/2019,BUY,31.2
Joycelin Arkcoll,319-142-5796,TDI,"Telephone and Data Systems, Inc.",NYSE,,7/11/2019,BUY,31.092
Joycelin Arkcoll,319-142-5796,TDI,"Telephone and Data Systems, Inc.",NYSE,,7/12/2019,BUY,30.864
Vincenty Swine,994-159-6578*393-784-6127,DWAS,PowerShares DWA SmallCap Momentum Portfolio,NASDAQ,$182.87M,1/18/2019,BUY,56.904
Vincenty Swine,994-159-6578*393-784-6127,DWAS,PowerShares DWA SmallCap Momentum Portfolio,NASDAQ,$182.87M,1/22/2019,BUY,55.896
Vincenty Swine,994-159-6578*393-784-6127,DWAS,PowerShares DWA SmallCap Momentum Portfolio,NASDAQ,$182.87M,1/23/2019,SELL,55.992
Vincenty Swine,994-159-6578*393-784-6127,DWAS,PowerShares DWA SmallCap Momentum Portfolio,NASDAQ,$182.87M,1/24/2019,BUY,56.244
Vincenty Swine,994-159-6578*393-784-6127,DWAS,PowerShares DWA SmallCap Momentum Portfolio,NASDAQ,$182.87M,1/25/2019,SELL,57.048
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/21/2019,SELL,22.86
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/22/2019,BUY,22.836
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/25/2019,SELL,22.62
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/26/2019,BUY,22.62
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/27/2019,BUY,22.632
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/28/2019,BUY,22.632
Renado Pellman,257-503-5661*113-317-4335,MELR,"Melrose Bancorp, Inc.",NASDAQ,$46.84M,3/29/2019,SELL,22.62
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,2/28/2019,SELL,1.236
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,3/1/2019,BUY,1.224
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,3/4/2019,SELL,1.224
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,3/5/2019,SELL,1.2
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,3/6/2019,SELL,1.164
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,3/7/2019,SELL,1.14
Marisa Pavolillo,468-974-9167*356-961-4143,MPVD,Mountain Province Diamonds Inc.,NASDAQ,$472.51M,3/8/2019,SELL,1.164
Thatch Drayson,624-641-7938,MAYS,"J. W. Mays, Inc.",NASDAQ,$70.35M,4/1/2019,BUY,45.48
Thatch Drayson,624-641-7938,MAYS,"J. W. Mays, Inc.",NASDAQ,$70.35M,4/2/2019,BUY,44.652
Thatch Drayson,624-641-7938,MAYS,"J. W. Mays, Inc.",NASDAQ,$70.35M,4/3/2019,BUY,44.652
Thatch Drayson,624-641-7938,MAYS,"J. W. Mays, Inc.",NASDAQ,$70.35M,4/4/2019,SELL,44.652
Thatch Drayson,624-641-7938,MAYS,"J. W. Mays, Inc.",NASDAQ,$70.35M,4/5/2019,BUY,44.652
Sibilla Vasin,390-309-9703*243-261-9088,PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,NYSE,$154.23M,1/14/2019,SELL,13.26
Sibilla Vasin,390-309-9703*243-261-9088,PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,NYSE,$154.23M,1/15/2019,SELL,13.284
Sibilla Vasin,390-309-9703*243-261-9088,PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,NYSE,$154.23M,1/16/2019,SELL,13.776
